,name,price,rating,category,features,n_features,brand_name,capacity_value,capacity_unit,star_rating,has_star_rating,has_inverter,has_wifi,has_voice_control,has_app_control,smart_connectivity_score,model_year,is_recent_model,appliance_age,ac_split,ac_window,ac_pm25_filter,ac_hepa_filter,ac_auto_clean,ac_hot_and_cold,ac_copper_condenser,ac_Dehumidification,ac_Turbo Mode,ac_Self Diagnosis,ref_single_door,ref_multi_door,ref_chest_freezer,ref_side_door,ref_french_door,ref_double_door,ref_triple_door,ref_frost_free,ref_convertible,ref_door_alarm,ref_door_lock,ref_dispenser,ref_door_display,ref_mini,wm_fully_automatic,wm_semi_automatic,wm_with_dryer,wm_washer_only,wm_dryer_only,wm_front_load,wm_top_load,wm_inbuilt_heater,wm_quick_wash,wm_ss_tub,wm_child_lock,wm_shock_proof,wm_display
629,IFB CI183GD22RGM1 1.5 Ton 3 Star 2025 Inverter Split AC,35800,4.4,AC,"['Split AC', '1.5 Ton Capacity', 'Digital LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Memory Feature']",11,IFB,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Godrej WFC 12UTC3 WWA 1 Ton 3 Star 2023 Window AC,29990,4.2,AC,"['Window AC', '1 Ton Capacity', 'Air Swing', 'Auto Restart', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', '3 Star Rating', 'Copper Condenser Coil']",10,Godrej,1.0,Ton,3.0,1,0,0,0,0,0,2023,0,3,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Haier HSA14KU-CAI4NB-I 1 Ton 4 Star 2026 Inverter Split AC,66000,4.4,AC,"['Split AC', '1 Ton Capacity', 'LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter']",13,Haier,1.0,Ton,4.0,1,1,1,1,1,3,2026,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Blue Star IC318HKU 1.5 Ton 3 Star 2025 Inverter Split AC,37500,4.7,AC,"['Split AC', '1.5 Ton Capacity', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Memory Feature', 'Night Glow Buttons']",11,Blue Star,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Blue Star IE518FNU 1.5 Ton 5 Star 2025 Inverter Split AC,45490,4.45,AC,"['Split AC', '1.5 Ton Capacity', 'Hidden Panel Display', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis', 'Memory Feature']",13,Blue Star,1.5,Ton,5.0,1,1,0,0,0,0,2025,1,1,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Blue Star IA312QXU 1 Ton 3 Star 2026 Inverter Split AC,32990,4.15,AC,"['Split AC', '1 Ton Capacity', 'LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']",11,Blue Star,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Daikin FTQ35XV16WBA 1 Ton 2 Star 2026 Split AC,35900,4.7,AC,"['Split AC', '1 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis', 'Auto Clean']",10,Daikin,1.0,Ton,2.0,1,0,0,0,0,0,2026,1,0,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Whirlpool SAI18P36DPPET0 1.5 Ton 3 Star Inverter Split AC,33979,4.75,AC,"['Split AC', '1.5 Ton Capacity', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Auto Clean', '3 Star Rating']",10,Whirlpool,1.5,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Whirlpool SAI18P36DPEP0 1.5 Ton 3 Star 2026 Inverter Split AC,34990,4.0,AC,"['Split AC', '1.5 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Auto Clean', '3 Star Rating']",10,Whirlpool,1.5,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Panasonic CS/CU-EU12CKY3FM 1 Ton 3 Star 2026 Inverter Split AC,40590,4.75,AC,"['Split AC', '1 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter']",12,Panasonic,1.0,Ton,3.0,1,1,1,1,1,3,2026,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,TCL TAC-12CSD/EV5AM 1 Ton 5 Star 2026 Inverter Split AC,35590,4.45,AC,"['Split AC', '1 Ton Capacity', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis', 'Night Glow Buttons']",12,TCL,1.0,Ton,5.0,1,1,0,0,0,0,2026,1,0,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Blue Star WFA209LXU 0.8 Ton 2 Star 2026 Window AC,27990,4.75,AC,"['Window AC', '0.8 Ton Capacity', '2-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Memory Feature', 'Night Glow Buttons']",11,Blue Star,0.8,Ton,2.0,1,0,0,0,0,0,2026,1,0,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Blue Star IC312QXU 1 Ton 3 Star 2026 Inverter Split AC,32490,4.35,AC,"['Split AC', '1 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis']",12,Blue Star,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Hitachi RAS.E312PCBIB 1 Ton 3 Star 2025 Inverter Split AC,31990,4.05,AC,"['Split AC', '1 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']",10,Hitachi,1.0,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Hitachi RAS.E312PCDIB 1 Ton 3 Star 2026 Inverter Split AC,30990,4.1,AC,"['Split AC', '1 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']",10,Hitachi,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,IFB CI183SS22SGM3 1.5 Ton 3 Star 2026 Inverter Split AC,36490,4.6,AC,"['Split AC', '1.5 Ton Capacity', 'Digital LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter']",11,IFB,1.5,Ton,3.0,1,1,1,0,1,2,2026,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,IFB CI183GD22RGM3 1.5 Ton 3 Star 2026 Inverter Split AC,34499,4.55,AC,"['Split AC', '1.5 Ton Capacity', 'Digital LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Memory Feature']",11,IFB,1.5,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Sharp AH-SI24V3B-SCN 2 Ton 3 Star 2026 Inverter Split AC,42990,4.75,AC,"['Split AC', '2 Ton Capacity', 'Magic (LED) Panel Display', 'Air Swing', 'Auto Restart', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Memory Feature']",11,Sharp,2.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Cruise CWCVBM-VQ1D123 1 Ton 3 Star 2026 Inverter Split AC,26990,4.25,AC,"['Split AC', '1 Ton Capacity', 'Magic LED Panel Display', '2-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis']",12,Cruise,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Cruise CWCVBM-VQ1D243 2 Ton 3 Star 2026 Inverter Split AC,38890,4.45,AC,"['Split AC', '2 Ton Capacity', 'Magic LED Panel Display', '2-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis']",12,Cruise,2.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Cruise CWCVBM-VQ3D173 1.5 Ton 3 Star 2026 Inverter Split AC,29990,4.65,AC,"['Split AC', '1.5 Ton Capacity', 'Magic LED Panel Display', '2-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis']",12,Cruise,1.5,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Cruise CWCVBM-VP3F185BL 1.5 Ton 5 Star 2026 Inverter Split AC,36989,4.65,AC,"['Split AC', '1.5 Ton Capacity', 'Magic LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis']",12,Cruise,1.5,Ton,5.0,1,1,0,0,0,0,2026,1,0,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Hitachi RAW318HIDO 1.5 Ton 3 Star Window AC,31990,4.25,AC,"['Window AC', '1.5 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Dust Filter', 'Night Glow Buttons', '3 Star Rating', '100% copper Condenser Coil']",9,Hitachi,1.5,Ton,3.0,1,0,0,0,0,0,,,,0,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Hitachi RAW518HIEO 1.5 Ton 5 Star Inverter Window AC,38790,4.6,AC,"['Window AC', '1.5 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Dust Filter', 'Night Glow Buttons', '5 Star Rating', '100% copper Condenser Coil']",10,Hitachi,1.5,Ton,5.0,1,1,0,0,0,0,,,,0,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Hitachi RAS.D318PCD2BM 1.5 Ton 3 Star Inverter Split AC,36250,4.35,AC,"['Split AC', '1.5 Ton Capacity', '3 in 1 SmartView Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter']",12,Hitachi,1.5,Ton,3.0,1,1,1,1,1,3,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Hitachi RAS.V518PCDIST 1.5 Ton 5 Star Inverter Split AC,51750,4.15,AC,"['Split AC', '1.5 Ton Capacity', 'LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']",10,Hitachi,1.5,Ton,5.0,1,1,0,0,0,0,,,,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Daikin MTKL35XV16 1 Ton 3 Star 2026 Inverter Split AC,31990,4.05,AC,"['Split AC', '1 Ton Capacity', 'Triple Display Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis']",11,Daikin,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Panasonic CS/CU-KN12BKY 1 Ton 3 Star 2025 Split AC,33080,4.35,AC,"['Split AC', '1 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']",9,Panasonic,1.0,Ton,3.0,1,0,0,0,0,0,2025,1,1,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Panasonic CS/CU-KN18CKY 1.5 Ton 2 Star Split AC,39990,4.7,AC,"['Split AC', '1.5 Ton Capacity', '2-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Sleep Mode', 'Dust Filter', '2 Star Rating', '100% Copper Condenser Coil']",9,Panasonic,1.5,Ton,2.0,1,0,0,0,0,0,,,,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Panasonic CS/CU-EZ18CKYF 1.5 Ton 3 Star 2026 Inverter Split AC,42090,4.0,AC,"['Split AC', '1.5 Ton Capacity', 'Hidden Panel Display', '2-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Hot And Cold', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']",11,Panasonic,1.5,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Panasonic CS/CU-EZ24CKYFM 2 Ton 3 Star 2026 Inverter Split AC,58700,4.45,AC,"['Split AC', '2 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Hot And Cold', 'Sleep Mode', 'Dust Filter']",13,Panasonic,2.0,Ton,3.0,1,1,1,1,1,3,2026,1,0,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Voltas 183INV Venus Luxe 1.5 Ton 3 Star 2026 Inverter Split AC,43990,4.15,AC,"['Split AC', '1.5 Ton Capacity', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Memory Feature', 'Auto Clean']",11,Voltas,1.5,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Godrej SIC 18TTC3 WYA 1.5 Ton 3 Star 2025 Inverter Split AC,32290,4.55,AC,"['Split AC', '1.5 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Auto Clean', '3 Star Rating']",11,Godrej,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Godrej SIC 18TTC3 WYA 1.5 Ton 3 Star 2024 Inverter Split AC,34500,4.45,AC,"['Split AC', '1.5 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Auto Clean', '3 Star Rating']",11,Godrej,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Whirlpool SAI11P36MCP0 1 Ton 3 Star 2026 Inverter Split AC,28490,4.65,AC,"['Split AC', '1 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']",10,Whirlpool,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Whirlpool SAI21P36DET0 2 Ton 3 Star 2026 Inverter Split AC,39490,4.45,AC,"['Split AC', '2 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']",10,Whirlpool,2.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Whirlpool SAI11P36DEP0 1 Ton 3 Star 2026 Inverter Split AC,29450,4.05,AC,"['Split AC', '1 Ton Capacity', 'Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Auto Clean', '3 Star Rating']",10,Whirlpool,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Voltas 243INV Vectra Elegant 2 Ton 3 Star Inverter Split AC,53990,4.5,AC,"['Split AC', '2 Ton Capacity', 'Hidden Panel Display', '2-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Dust Filter', 'Self Diagnosis']",10,Voltas,2.0,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Voltas 182FS Elite 1.5 Ton 2 Star 2026 Window AC,29490,4.4,AC,"['Window AC', '1.5 Ton Capacity', '7 Segment LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Memory Feature']",10,Voltas,1.5,Ton,2.0,1,0,0,0,0,0,2026,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Voltas 123INV Vertis Ai Zest Gold 1 Ton 3 Star Inverter Split AC,34490,4.35,AC,"['Split AC', '1 Ton Capacity', 'Digital LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter']",12,Voltas,1.0,Ton,3.0,1,1,1,0,1,2,,,,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,IFB CI195GD32RGM3 1.5 Ton 5 Star 2026 Inverter Split AC,41989,4.45,AC,"['Split AC', '1.5 Ton Capacity', 'Digital LED Panel Display', '2-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter']",11,IFB,1.5,Ton,5.0,1,1,1,0,1,2,2026,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Haier HSA20GHD-MAI3NB-I 1.6 Ton 3 Star 2026 Inverter Split AC,45890,4.5,AC,"['Split AC', '1.6 Ton Capacity', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']",11,Haier,1.6,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Panasonic CS/CU-SU12BKY3T 1 Ton 3 Star 2026 Inverter Split AC,34489,4.5,AC,"['Split AC', '1 Ton Capacity', 'Hidden Panel Display', '2-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']",10,Panasonic,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Panasonic CS/CU-NU24BKY4W 2 Ton 4 Star 2026 Inverter Split AC,61989,4.5,AC,"['Split AC', '2 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter']",12,Panasonic,2.0,Ton,4.0,1,1,1,1,1,3,2026,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Samsung Bespoke WindFree AR60H18D13W 1.5 Ton 3 Star 2026 Inverter Split AC,38990,4.25,AC,"['Split AC', '1.5 Ton Capacity', 'Digital Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Dust Filter']",12,Samsung,1.5,Ton,3.0,1,1,1,1,1,3,2026,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Motorola 153IPG26WMRS 1.5 Ton 3 Star 2026 Inverter Split AC,31990,4.35,AC,"['Split AC', '1.5 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter']",12,Motorola,1.5,Ton,3.0,1,1,1,0,1,2,2026,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Croma CRLA012INF170296 1 Ton 5 Star 2026 Inverter Split AC,33990,4.55,AC,"['Split AC', '1 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'PM 2.5 Filter', 'Self Diagnosis']",12,Croma,1.0,Ton,5.0,1,1,0,0,0,0,2026,1,0,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Croma CRLA012IND342401 1 Ton 3 Star 2026 Inverter Split AC,30490,4.1,AC,"['Split AC', '1 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']",11,Croma,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Realme TechLife 163IAA26WRMS 1.6 Ton 3 Star 2026 Inverter Split AC,29990,4.6,AC,"['Split AC', '1.6 Ton Capacity', 'LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter']",11,Realme,1.6,Ton,3.0,1,1,1,0,1,2,2026,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Midea MAI24SD3R36W0 2 Ton 3 Star 2026 Inverter Split AC,43490,4.15,AC,"['Split AC', '2 Ton Capacity', 'LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Dust Filter', 'PM 2.5 Filter']",13,Midea,2.0,Ton,3.0,1,1,1,1,1,3,2026,1,0,1,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Blue Star IA312MXU 1 Ton 3 Star 2026 Inverter Split AC,35990,4.65,AC,"['Split AC', '1 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Sleep Mode', 'Dust Filter', 'HEPA Filter', 'Self Diagnosis']",12,Blue Star,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Panasonic CS/CU-EZ18CKYXFM 1.5 Ton 3 Star 2026 Inverter Split AC,45990,4.25,AC,"['Split AC', '1.5 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Hot And Cold', 'Sleep Mode', 'Dust Filter']",13,Panasonic,1.5,Ton,3.0,1,1,1,1,1,3,2026,1,0,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,IFB HI1831G223GM2 1.5 Ton 3 Star 2024 Inverter Split AC,35800,4.75,AC,"['Split AC', '1.5 Ton Capacity', 'LED Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Memory Feature']",11,IFB,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Samsung Bespoke AR50H24D1XH 2 Ton 3 Star 2026 Inverter Split AC,50989,4.6,AC,"['Split AC', '2 Ton Capacity', 'Digital Panel Display', '4-Way Air Swing', 'Auto Restart', 'Wi-Fi Connectivity', 'APP Control', 'Voice Control', 'Dehumidification', 'Inverter', 'Turbo Mode', 'Dust Filter']",12,Samsung,2.0,Ton,3.0,1,1,1,1,1,3,2026,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Panasonic CS/CU-EU12CKY3F 1 Ton 3 Star 2026 Inverter Split AC,36590,4.75,AC,"['Split AC', '1 Ton Capacity', 'Hidden Panel Display', '4-Way Air Swing', 'Auto Restart', 'Dehumidification', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']",10,Panasonic,1.0,Ton,3.0,1,1,0,0,0,0,2026,1,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
